Address Number|Pay Grade/Step|Annual Salary|Class #|Class # Description|Current Dept|Department|Employment Status|Employment Status Description|EEO Job Cat|EEO Job Cat Description|Gender|Ethnic Code|Description|Year of Birth
373628|MAC01A| $23,928.47 |10250|Teacher Asst|075|Metro Action Commission|F|Full Time|006|Administrative Support|F|02|Black|1969
373673|SR0902| $41,149.36 |07241|Admin Asst|027|General Sessions Court|F|Full Time|006|Administrative Support|F|02|Black|1954
373743|SR1109| $61,350.88 |06902|Urban Forester|033|Codes Administration|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1964
373802|SR1008| $54,248.15 |07300|Engineering Tech 3|065|Water Services|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1963
373816|SR1500| $125,297.88 |07420|Water Svcs Asst Dir|065|Water Services|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1955
373830|SR1500| $95,585.07 |04674|Attorney 3|006|Law|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1976
373855|SR1000| $47,476.94 |07244|Admin Svcs Officer 3|015|Finance|F|Full Time|002|Professionals|F|02|Black|1966
373856|TL1005| $47,365.37 |02230|Bldg Maint Lead Mechanic|065|Water Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1963
373905|SR1400| $97,484.21 |06232|Finance Mgr|065|Water Services|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1962
373919|PS0510| $64,453.39 |10112|Fire Fighter/Paramedic|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1972
373948|PS0407| $53,862.20 |01818|Emerg Medical Tech 2|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1972
373951|PS0510| $64,453.39 |07344|Paramedic 2|032|Fire|F|Full Time|003|Technicians|F|02|Black|1965
373952|PS0510| $64,453.39 |07344|Paramedic 2|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1971
373953|PS0510| $64,453.39 |10112|Fire Fighter/Paramedic|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1969
374046|PS0510| $66,386.99 |07344|Paramedic 2|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1977
374047|PS0510| $66,386.99 |07307|Fire Engineer|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1973
374048|PS0608| $71,378.71 |07305|Fire Captain|032|Fire|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1973
374049|PS0410| $58,349.65 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1970
374050|PS0410| $58,349.65 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1974
374299|PS0509| $62,800.85 |07344|Paramedic 2|032|Fire|F|Full Time|003|Technicians|F|01|White (Not of Hispanic Origin)|1959
374378|PS0510| $66,386.99 |10112|Fire Fighter/Paramedic|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1971
374595|TG045M| $32,058.27 |07328|Maint & Repair Worker 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1959
374638|SR0708| $39,908.96 |06880|Recreation Leader|040|Parks|F|Full Time|005|Para-Professional|M|02|Black|1966
374709|PS0410| $58,349.65 |01818|Emerg Medical Tech 2|032|Fire|F|Full Time|003|Technicians|F|01|White (Not of Hispanic Origin)|1953
374742|SR0708| $39,909.42 |06880|Recreation Leader|040|Parks|F|Full Time|005|Para-Professional|M|02|Black|1963
374785|PS0410| $60,100.14 |01818|Emerg Medical Tech 2|032|Fire|F|Full Time|003|Technicians|F|02|Black|1954
374821|MAC08B| $37,426.69 |10236|Headstart Teacher 2|075|Metro Action Commission|F|Full Time|002|Professionals|F|02|Black|1966
374822|SR0602| $29,995.23 |10613|Security Officer 1|030|Sheriff|F|Full Time|006|Administrative Support|F|02|Black|1990
374869|CA0400| $42,036.80 |10665|Adm Asst/Events-Conv Center|071|Convention Center Authority|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1963
374893|SR0707| $38,830.47 |02901|Library Assoc 2|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1967
374903|SR0600| $37,739.79 |10122|Office Support Rep 3|038|Health|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1951
374938|SR1400| $95,921.62 |10744|Health Manager 3|038|Health|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1973
374995|SR0501| $773.45 |06771|Nutrition Site Coord|037|Social Services|P|Part Time|005|Para-Professional|F|02|Black|1939
375043|SR0400| $30,050.67 |10343|Custodian 1 - Health|038|Health|F|Full Time|008|Service Maintenance|M|03|Hispanic|1962
375079|NS| $32,305.76 |06789|Deputy Clerk 3|018|County Clerk|F|Full Time|002|Professionals|F|03|Hispanic|1969
375151|PS0503| $52,885.60 |10112|Fire Fighter/Paramedic|032|Fire|F|Full Time|003|Technicians|M|02|Black|1985
375188|SR1200| $65,852.33 |06874|Human Resources Analyst 3|008|Human Resources|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1961
375266|SR0808| $44,343.56 |07419|Warrant Officer 1|023|Circuit Court Clerk|F|Full Time|004|Protective Service Workers|M|02|Black|1964
375332|SR0900| $47,985.02 |07241|Admin Asst|006|Law|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1948
375385|PS0403| $47,878.93 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
375481|CO0405| $49,850.26 |07145|Correctional Officer Lieut|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1969
375482|CO0306| $46,458.81 |06690|Correctional Officer Sergeant|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1961
375486|PS0508| $61,148.31 |07344|Paramedic 2|032|Fire|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1974
375500|TL1403| $51,956.32 |07787|Indust Tech Master|065|Water Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1980
375501|PS0403| $49,315.30 |01818|Emerg Medical Tech 2|032|Fire|F|Full Time|003|Technicians|F|01|White (Not of Hispanic Origin)|1973
375570|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1969
375571|SR0706| $37,751.52 |07365|Police Operations Coord 1|031|Police|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1982
375572|ET0407| $52,782.19 |10410|Emer Telecommunications Off 4|091|Emergency Communication Center|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1973
381492|SR0502| $26,810.62 |10121|Office Support Rep 2|030|Sheriff|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1981
381494|NS| $20,861.11 |09020|Seasonal/Part-time/Temporary|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1954
381523|SR0610| $37,739.79 |04630|Library Assoc 1|039|Public Library|F|Full Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1960
381531|SR0709| $40,988.37 |03027|Equip & Supply Clerk 3|010|General Services|F|Full Time|006|Administrative Support|M|04|Asian or Pacific Islander|1967
381532|TG045M| $32,058.27 |07328|Maint & Repair Worker 2|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1961
381534|TL0705| $40,896.18 |07325|Maint & Repair Leader 1|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1958
381545|SR1200| $64,629.18 |07757|Technical Specialist 2|042|Public Works|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1956
381569|TG045M| $32,058.27 |07328|Maint & Repair Worker 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1971
381572|SR0404| $12,712.96 |02900|Circulation Asst 1|039|Public Library|P|Part Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1939
381579|TG0505| $33,250.76 |04160|Sanitation Worker|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1957
381583|SR1300| $64,420.61 |07234|Information Systems Advisor 1|014|Information Technology Service|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1972
381585|SR1010| $57,180.08 |07300|Engineering Tech 3|042|Public Works|F|Full Time|003|Technicians|M|02|Black|1956
381586|TL0905| $45,193.89 |10168|Water Maint Leader 2|065|Water Services|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1957
381592|SR0605| $32,899.44 |00090|Extension Agent 3|035|Agricultural Extension|F|Full Time|002|Professionals|F|02|Black|1950
381596|SR0803| $28,763.28 |07243|Admin Svcs Officer 2|039|Public Library|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1974
381600|NS| $41,410.72 |07243|Admin Svcs Officer 2|028|State Trial Courts|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1971
381605|NS| $40,068.00 |06554|Deputy-Tax Accounting|017|Trustee|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1958
381608|SR0507| $31,133.89 |07767|Circulation Asst 2|039|Public Library|F|Full Time|005|Para-Professional|F|02|Black|1977
381612|SR1007| $52,782.19 |07323|Librarian 2|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1972
381619|SR0507| $31,133.89 |07767|Circulation Asst 2|039|Public Library|F|Full Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1968
381622|SR1100| $59,286.76 |07720|Admin Spec|042|Public Works|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1963
381626|NS| $10,400.00 |09020|Seasonal/Part-time/Temporary|028|State Trial Courts|P|Part Time|008|Service Maintenance|F|02|Black|1944
381629|NS| $16,433.71 |09020|Seasonal/Part-time/Temporary|042|Public Works|P|Part Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1951
381632|SR0806| $41,946.84 |10124|Office Support Spec 2|041|Arts Commission|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1950
381634|SR1300| $65,058.44 |07295|Engineer 2|042|Public Works|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1968
381645|TG0705| $37,163.95 |06827|Equip Operator 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1974
381665|SR0609| $18,032.58 |04630|Library Assoc 1|039|Public Library|P|Part Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1946
381674|SR0507| $31,133.89 |07767|Circulation Asst 2|039|Public Library|F|Full Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1973
381675|SR0607| $34,835.58 |07751|Police Security Guard 1|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1972
381686|TL0705| $40,896.18 |07325|Maint & Repair Leader 1|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1974
381688|SR0210| $12,247.04 |05070|Library Page|039|Public Library|P|Part Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1929
381690|SR0709| $40,988.37 |10123|Office Support Spec 1|034|Beer Board|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1972
381707|NS| $47,646.00 |06554|Deputy-Tax Accounting|017|Trustee|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1955
381709|PS0406| $55,508.36 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1970
381710|TS0801| $44,990.31 |07327|Maint & Repair Supv|039|Public Library|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1968
381730|TS1205| $60,688.30 |01920|Equip Shop Supv|010|General Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1965
381731|TG1305| $48,926.12 |10118|Master Tech|010|General Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1967
381744|SR0802| $37,153.40 |07354|Police Identification Spec 2|031|Police|F|Full Time|003|Technicians|F|02|Black|1984
381747|TS1305| $63,402.64 |07786|Indust Maint Supv 2|065|Water Services|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1957
381760|TL0705| $40,896.18 |07325|Maint & Repair Leader 1|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1963
381762|TG0803| $36,349.64 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1978
381765|TL0903| $41,936.67 |07326|Maint & Repair Leader 2|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1968
381773|SR0510| $33,727.85 |07767|Circulation Asst 2|039|Public Library|F|Full Time|005|Para-Professional|F|02|Black|1961
381781|TG0704| $35,829.39 |06827|Equip Operator 2|065|Water Services|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1961
381784|SR1200| $62,530.88 |07757|Technical Specialist 2|042|Public Works|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1959
381791|TL0903| $41,936.67 |07326|Maint & Repair Leader 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1966
381797|JS0300| $59,804.47 |07791|Judicial Asst 2|028|State Trial Courts|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1953
381814|SR1100| $60,749.94 |07756|Technical Specialist 1|042|Public Works|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1958
381825|SR1100| $62,965.04 |07756|Technical Specialist 1|042|Public Works|F|Full Time|002|Professionals|M|02|Black|1959
381840|TS1102| $52,273.82 |07324|Maint & Repair District Supv|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1963
381843|TG045M| $32,058.27 |07328|Maint & Repair Worker 2|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1956
381846|SR1100| $57,592.36 |10484|Waste Management Supervsior|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1959
381848|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1957
381849|SR070M| $43,329.34 |07731|Compliance Inspector 1|042|Public Works|F|Full Time|006|Administrative Support|M|02|Black|1966
381854|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1957
381859|SR0805| $40,748.48 |07419|Warrant Officer 1|026|Juvenile Court|F|Full Time|004|Protective Service Workers|M|02|Black|1972
381869|TG0504| $32,097.16 |06826|Equip Operator 1|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1974
381920|SR0910| $51,768.27 |10119|Office Support Mgr|042|Public Works|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1959
381934|SR070X| $48,810.94 |10614|Security Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1959
381949|HD0300| $52,372.17 |10758|Public Health Nurse 1|038|Health|F|Full Time|002|Professionals|F|02|Black|1955
381953|TL0705| $40,896.18 |07325|Maint & Repair Leader 1|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1967
381956|| $54,900.00 ||.|923|Circuit Court Satellite|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1966
381985|NS| $82,428.00 |00390|Asst District Attorney|019|District Attorney|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1967
382017|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|F|02|Black|1944
382018|SR1005| $49,850.26 |07244|Admin Svcs Officer 3|039|Public Library|F|Full Time|006|Administrative Support|F|03|Hispanic|1962
382019|SR095M| $46,485.39 |07732|Compliance Inspector 2|042|Public Works|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1963
382022|TG045M| $32,058.27 |07328|Maint & Repair Worker 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1955
382025|SR1100| $51,052.80 |07756|Technical Specialist 1|042|Public Works|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1965
382028|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1975
382034|SR0907| $47,786.18 |02890|Librarian 1|039|Public Library|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1952
382036|TL1104| $47,908.24 |04810|Signal Tech 3|042|Public Works|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1972
382037|SR0909| $50,440.91 |02890|Librarian 1|039|Public Library|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1945
382046|SR0510| $16,196.87 |10121|Office Support Rep 2|039|Public Library|P|Part Time|006|Administrative Support|F|02|Black|1947
382054|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1975
382061|SR0610| $37,739.79 |07768|Circulation Supv|039|Public Library|F|Full Time|005|Para-Professional|F|02|Black|1961
382067|PS0410| $58,349.65 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1979
382081|TG0802| $34,924.61 |02220|Bldg Maint Mechanic|039|Public Library|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1977
382082|SR094M| $45,118.21 |07732|Compliance Inspector 2|042|Public Works|F|Full Time|001|Officials and Administrators|M|02|Black|1977
382089|TL0904| $43,542.66 |07326|Maint & Repair Leader 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1958
382090|SR0908| $49,113.54 |02890|Librarian 1|039|Public Library|F|Full Time|002|Professionals|F|99|Unknown|1963
382097|TG045M| $32,058.27 |07328|Maint & Repair Worker 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1958
382112|SR1008| $54,248.15 |07323|Librarian 2|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1949
382118|TG063M| $33,549.34 |07329|Maint & Repair Worker 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1980
382122|SR050M| $34,739.69 |07736|Cust Svc Field Rep 1|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1964
382126|NS| $16,769.13 |09020|Seasonal/Part-time/Temporary|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1952
382139|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|F|02|Black|1960
382152|SR0908| $49,113.54 |02890|Librarian 1|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1963
382155|TG065M| $36,182.04 |10166|Water Maint Tech 3|065|Water Services|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1960
382170|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1958
382172|NS| $48,421.42 |07375|Probation Officer 1|028|State Trial Courts|F|Full Time|002|Professionals|F|02|Black|1969
382175|SR0610| $37,739.79 |00090|Extension Agent 3|035|Agricultural Extension|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1952
382179|SR1400| $103,245.26 |06232|Finance Mgr|042|Public Works|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1948
382183|SR1500| $116,679.30 |07420|Water Svcs Asst Dir|065|Water Services|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1962
382186|SR0610| $37,739.79 |04630|Library Assoc 1|039|Public Library|F|Full Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1943
382193|SR0605| $32,899.44 |10613|Security Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1962
382204|SR0610| $37,739.79 |04630|Library Assoc 1|039|Public Library|F|Full Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1952
382205|SR0910| $51,768.27 |07241|Admin Asst|039|Public Library|F|Full Time|006|Administrative Support|F|02|Black|1958
382210|SR0609| $36,771.72 |10122|Office Support Rep 3|039|Public Library|F|Full Time|006|Administrative Support|F|02|Black|1949
382217|SR1200| $66,739.41 |05300|Library Mgr 2|039|Public Library|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1956
382224|PS0408| $58,679.50 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1973
382239|TG0705| $37,163.95 |06827|Equip Operator 2|065|Water Services|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1961
382240|SR050M| $34,739.69 |07736|Cust Svc Field Rep 1|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1958
382241|SR0210| $12,247.04 |05070|Library Page|039|Public Library|P|Part Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1951
382245|SR1200| $55,590.85 |07783|Info Systems App Analyst 3|014|Information Technology Service|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1957
382251|TG045M| $32,058.27 |07328|Maint & Repair Worker 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1973
382257|TS1101| $50,283.30 |07256|Bldg Maint Supv|061|Municipal Auditorium|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1958
382259|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1971
382261|SR0908| $49,113.54 |02890|Librarian 1|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1973
382276|SR0707| $18,444.97 |03027|Equip & Supply Clerk 3|010|General Services|P|Part Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1940
382304|SR0408| $14,255.28 |02900|Circulation Asst 1|039|Public Library|P|Part Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1944
382316|TL0705| $40,896.18 |07325|Maint & Repair Leader 1|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1966
382320|SR1003| $46,918.33 |07300|Engineering Tech 3|042|Public Works|F|Full Time|003|Technicians|F|01|White (Not of Hispanic Origin)|1970
382341|TL0905| $45,193.89 |07326|Maint & Repair Leader 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1964
382344|SR1009| $55,714.11 |07300|Engineering Tech 3|065|Water Services|F|Full Time|003|Technicians|M|02|Black|1949
382345|SR0705| $36,672.57 |10480|Parking Patrol Officer 1|042|Public Works|F|Full Time|006|Administrative Support|M|02|Black|1969
382362|TG045M| $32,058.27 |07328|Maint & Repair Worker 2|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1967
382368|CO0203| $38,351.76 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1966
382380|SR1100| $54,168.20 |07756|Technical Specialist 1|042|Public Works|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1971
382381|SR1400| $80,644.06 |06606|Engineer 3|065|Water Services|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1970
382394|SR0608| $10,784.12 |04630|Library Assoc 1|039|Public Library|P|Part Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1943
382404|TG065M| $36,182.04 |07329|Maint & Repair Worker 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1962
382407|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1962
382411|SR0505| $29,404.58 |07767|Circulation Asst 2|039|Public Library|F|Full Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1981
382424|PS0506| $59,578.53 |07344|Paramedic 2|032|Fire|F|Full Time|003|Technicians|F|01|White (Not of Hispanic Origin)|1964
382447|SR060M| $38,871.98 |07737|Cust Svc Field Rep 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1975
382449|| $16,433.71 |09020|Seasonal/Part-time/Temporary|042|Public Works|P|Part Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1952
382453|TL0905| $45,193.89 |07326|Maint & Repair Leader 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1958
382454|SR1100| $58,267.78 |07756|Technical Specialist 1|042|Public Works|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1961
382455|TL0903| $41,936.67 |10168|Water Maint Leader 2|065|Water Services|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1977
382460|TL0705| $40,896.18 |07325|Maint & Repair Leader 1|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1964
382463|SR1107| $58,122.56 |07793|Library Mgr 1|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1967
382473|SR1200| $63,522.52 |05300|Library Mgr 2|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1950
382481|NS| $40,056.00 |06554|Deputy-Tax Accounting|017|Trustee|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1971
382482|SR0905| $45,131.45 |07241|Admin Asst|031|Police|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1968
382488|SR0607| $34,835.58 |10613|Security Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1955
382493|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1978
382498|SR0507| $31,133.89 |07767|Circulation Asst 2|039|Public Library|F|Full Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1957
382499|SR1103| $51,665.92 |07376|Program Mgr 1|039|Public Library|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1962
382500|| $71,916.00 |01503|Deputy Trustee|017|Trustee|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1957
382504|TL0905| $45,193.89 |07326|Maint & Repair Leader 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1954
382524|DP0100| $64,710.85 |06907|Beer Permit Board-Exec Dir|034|Beer Board|F|Full Time|001|Officials and Administrators|F|02|Black|1952
382533|SR0600| $32,493.87 |10122|Office Support Rep 3|038|Health|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1954
382540|TL0905| $45,193.89 |07326|Maint & Repair Leader 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1973
382561|TG0705| $37,163.95 |06827|Equip Operator 2|065|Water Services|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1960
382563|JS0300| $57,947.34 |07791|Judicial Asst 2|028|State Trial Courts|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1949
382578|SR1300| $80,744.56 |07295|Engineer 2|065|Water Services|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1940
382581|TG0805| $39,086.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1968
