Pay Grade/Step,Annual Salary,Class .,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N
NS,41410.72,07243,Admin Svcs Officer 2,State Trial Courts,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1971,02/11/2013,N
NS,44490,06554,Deputy-Tax Accounting,Trustee,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1958,09/29/1997,N
ST0506,34715.86,07767,Circulation Asst 2,Public Library,Full Time,005,Para-Professional,F,02,Black,1977,09/01/2000,N
ST1008,57328.08,07323,Librarian 2,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1972,03/16/2000,Y
ST0506,34715.86,07767,Circulation Asst 2,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1968,08/16/2000,N
ST1110,66539.88,07720,Admin Spec,Public Works,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1963,09/01/1990,Y
NS,24119.34,07314,Group Care Aide,State Trial Courts,Full Time,008,Service Maintenance,F,02,Black,1944,09/16/2006,N
NS,17366.15,09020,Seasonal/Part-time/Temporary,Public Works,Part Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1951,01/16/2012,N
OR0700,72231,07295,Engineer 2,Public Works,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1968,05/16/1998,Y
TG0705,39273.93,10837,Equipment Operator,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1974,01/19/1998,N
ST0506,34715.86,07767,Circulation Asst 2,Public Library,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1973,12/01/1997,N
ST0606,37858.08,07751,Police Security Guard 1,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1972,03/16/1997,N
TL0903,44317.63,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1974,09/15/1997,N
ST0205,13002.08,05070,Library Page,Public Library,Part Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1929,04/04/1994,N
ST0709,44823.32,10123,Office Support Spec 1,Beer Board,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1972,10/12/1998,N
NS,52905,06554,Deputy-Tax Accounting,Trustee,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1955,09/16/1990,N
PF0408,62011.03,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1970,07/12/1999,N
TS0802,49552.56,07327,Maint & Repair Supv,Public Library,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1968,01/04/1988,Y
OR0700,75263,07295,Engineer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1973,06/18/2016,Y
TS1205,64133.88,01920,Equip Shop Supv,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1965,05/12/1997,Y
TG1305,51703.9,10118,Master Tech,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1967,07/19/1999,N
TS1404,68030.19,07786,Indust Maint Supv 2,Water Services,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1957,12/01/1985,Y
TL0903,44317.63,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1963,07/20/1981,N
TG0804,39847.61,10838,Equipment Operator Senior,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1978,06/30/1997,N
ST0507,35707.72,07767,Circulation Asst 2,Public Library,Full Time,005,Para-Professional,F,02,Black,1961,06/25/1984,N
OR0600,69761.79,07757,Technical Specialist 2,Public Works,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1959,03/16/1997,Y
TL0904,46014.8,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1966,07/20/1998,N
OR0500,66348,07245,Admin Svcs Officer 4,State Trial Courts,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1953,09/01/1992,Y
OR0600,73196.9,07757,Technical Specialist 2,Public Works,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1958,07/12/1999,N
OR0600,75673.09,07757,Technical Specialist 2,Public Works,Full Time,002,Professionals,M,02,Black,1959,03/01/1986,N
TS1103,57536.42,07324,Maint & Repair District Supv,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1963,05/29/1984,Y
TG0504,33919.48,10848,Maintenance & Repair Worker,Public Works,Full Time,008,Service Maintenance,M,02,Black,1956,02/01/1977,N
ST1109,64833.6,10484,Waste Management Supervsior,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1959,11/14/1977,Y
TG0805,41305.76,10838,Equipment Operator Senior,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1957,11/14/1977,N
ST0807,46307.8,07731,Compliance Inspector 1,Public Works,Full Time,006,Administrative Support,M,02,Black,1966,08/18/1986,N
TG0702,35138.57,10837,Equipment Operator,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1974,11/27/2000,N
ST0910,54707.42,10119,Office Support Mgr,Public Works,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1959,05/25/1979,N
ST070X,50324.51,10614,Security Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1959,02/12/1978,N
OR0400,58146.09,10758,Public Health Nurse 1,Health,Full Time,002,Professionals,F,02,Black,1955,11/01/2003,N
TL0903,44317.63,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,02,Black,1967,06/01/1992,N
NS,58024.68,10816,Satellite position,Circuit Court Satellite,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1966,06/16/2000,Y
NS,89568,00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1967,10/01/2014,Y
SP0100,10434.06,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1944,08/13/2007,N
OR0300,54772,07244,Admin Svcs Officer 3,Public Library,Full Time,006,Administrative Support,F,03,Hispanic,1962,11/16/1991,N
ST0908,51901.96,07732,Compliance Inspector 2,Public Works,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1963,01/26/1998,N
TG0504,33919.48,10848,Maintenance & Repair Worker,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1955,08/19/1985,N
OR0400,56956.41,07756,Technical Specialist 1,Public Works,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1965,03/31/1997,N
TG0805,41305.76,10838,Equipment Operator Senior,Public Works,Full Time,008,Service Maintenance,M,02,Black,1975,09/15/1997,N
OR0400,56305.05,07756,Technical Specialist 1,Public Works,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1972,09/04/2000,N
ST0507,17146.74,10121,Office Support Rep 2,Public Library,Part Time,006,Administrative Support,F,02,Black,1947,09/01/2009,N
TG0805,41305.76,10838,Equipment Operator Senior,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1975,04/13/1998,N
ST0705,40105.19,07768,Circulation Supv,Public Library,Full Time,005,Para-Professional,F,02,Black,1961,10/01/1988,N
PF0509,66366.37,07307,Fire Engineer,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,06/13/2001,N
TG0803,38413.39,02220,Bldg Maint Mechanic,Public Library,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1977,12/10/1995,N
ST1005,52680.51,07733,Compliance Inspector 3,Public Works,Full Time,001,Officials and Administrators,M,02,Black,1977,10/28/1996,N
TL0905,47759.78,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1958,07/01/1978,N
ST0909,53304.69,02890,Librarian 1,Public Library,Full Time,002,Professionals,F,99,Unknown,1963,03/10/1997,Y
ST0601,32449.91,07751,Police Security Guard 1,Police,Full Time,004,Protective Service Workers,F,02,Black,1971,09/16/2016,N
TG0504,33919.48,10848,Maintenance & Repair Worker,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1958,10/28/1996,N
ST1009,58877.28,07323,Librarian 2,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1949,09/05/1994,Y
TG0704,37863.6,10849,Maintenance & Repair Worker Se,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1980,09/18/2000,N
NS,17720.6,09020,Seasonal/Part-time/Temporary,Public Works,Full Time,008,Service Maintenance,M,02,Black,1952,06/11/2012,N
SP0100,10434.06,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1960,11/19/2014,N
ST0909,53304.69,02890,Librarian 1,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1963,05/16/2000,Y
TG0705,39273.93,10859,Water Maintenance Tech Senior,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1960,04/08/1996,N
TG0805,41305.76,10838,Equipment Operator Senior,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1958,07/09/1979,N
OR0300,52660,04710,Probation Officer 2,State Trial Courts,Full Time,002,Professionals,F,02,Black,1969,11/01/1996,N
ST0608,40021.36,00090,Extension Agent 3,Agricultural Extension,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1952,08/01/1990,Y
OR0900,115184.27,06232,Finance Mgr,Public Works,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1948,05/01/1975,Y
OR1100,127027.54,07420,Water Svcs Asst Dir,Water Services,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1962,05/01/1985,Y
ST0608,40021.36,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1943,12/01/1991,N
ST0606,37858.08,10613,Security Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1962,09/23/1996,N
ST0608,40021.36,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1952,02/14/1977,N
ST0910,54707.42,07241,Admin Asst,Public Library,Full Time,006,Administrative Support,F,02,Black,1958,03/27/1978,N
TG0705,39273.93,10837,Equipment Operator,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1961,07/10/1995,N
ST0706,41284.71,10833,Customer Service Field Rep,Public Works,Full Time,008,Service Maintenance,M,02,Black,1958,10/02/2000,N
ST0205,13002.08,05070,Library Page,Public Library,Part Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1951,12/26/1989,N
OR0500,60801.38,07783,Info Systems App Analyst 3,Information Technology Service,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1957,10/09/1997,Y
TG0504,33919.48,10848,Maintenance & Repair Worker,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1973,09/01/2002,N
TS1103,57536.42,07256,Bldg Maint Supv,Municipal Auditorium,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1958,07/19/1999,Y
ST0909,53304.69,02890,Librarian 1,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1973,06/16/2000,Y
ST0706,19609.82,03027,Equip & Supply Clerk 3,General Services,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1940,09/17/1990,N
ST0505,16858.4,07767,Circulation Asst 2,Public Library,Part Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1944,12/28/1999,N
TL0903,44317.63,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1966,10/07/1985,N
ST1004,51131.31,10836,Engineer Technician Senior,Public Works,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1970,11/16/1995,N
TL0905,47759.78,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1964,05/02/1983,N
ST1010,60426.48,10836,Engineer Technician Senior,Water Services,Full Time,003,Technicians,M,02,Black,1949,06/01/1988,N
ST0705,40105.19,10480,Parking Patrol Officer 1,Public Works,Full Time,006,Administrative Support,M,02,Black,1969,01/17/1995,N
TG0504,33919.48,10848,Maintenance & Repair Worker,Public Works,Full Time,008,Service Maintenance,M,02,Black,1967,06/01/1992,N
CO0302,43485.61,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1966,03/27/1989,N
OR0600,64951.33,07757,Technical Specialist 2,Public Works,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1971,08/25/1997,Y
OR0900,93378.8,06606,Engineer 3,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1970,05/01/1995,Y
ST0607,11728.89,04630,Library Assoc 1,Public Library,Part Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1943,09/20/1999,N
TG0705,39273.93,10849,Maintenance & Repair Worker Se,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1962,04/22/1996,N
TG0805,41305.76,10838,Equipment Operator Senior,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1962,04/05/1982,N
ST0504,32732.16,07767,Circulation Asst 2,Public Library,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1981,08/14/2000,N
PF0508,66558.61,07344,Paramedic 2,Fire,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1964,03/20/1989,N
ST0706,41284.71,10833,Customer Service Field Rep,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1975,09/26/1994,N
NS,17366.15,09020,Seasonal/Part-time/Temporary,Public Works,Part Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1952,10/03/2011,N
TL0905,47759.78,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1958,06/11/1979,N
OR0600,70206.17,07757,Technical Specialist 2,Public Works,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1961,12/01/1981,N
TL0904,46014.8,10168,Water Maint Leader 2,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1977,04/21/1997,N
OR0500,64958.99,07793,Library Mgr 1,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1967,05/01/2000,Y
NS,45816,06554,Deputy-Tax Accounting,Trustee,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1971,05/31/1994,N
ST0906,49096.51,07241,Admin Asst,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1968,08/16/2013,N
ST0607,38939.72,10613,Security Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1955,05/16/1994,N
TG0805,41305.76,10838,Equipment Operator Senior,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1978,01/10/2000,N
ST0506,34715.86,07767,Circulation Asst 2,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1957,02/07/2000,N
OR0400,58590.96,07376,Program Mgr 1,Public Library,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1962,10/01/1997,Y
NS,79854,01503,Deputy Trustee,Trustee,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1957,10/08/1990,Y
TL0905,47759.78,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1954,06/02/1975,N
DP0100,68384.81,06907,Beer Permit Board-Exec Dir,Beer Board,Full Time,001,Officials and Administrators,F,02,Black,1952,07/13/1998,Y
TL0905,47759.78,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1973,12/01/1991,N
TG0705,39273.93,10837,Equipment Operator,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1960,05/06/1985,N
TG0805,41305.76,10838,Equipment Operator Senior,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1968,03/02/1990,N
NS,11440,09020,Seasonal/Part-time/Temporary,State Trial Courts,Part Time,008,Service Maintenance,M,02,Black,1946,05/28/1997,N
NS,79854,01503,Deputy Trustee,Trustee,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1957,09/07/1982,Y
ST0608,40021.36,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1956,09/17/1979,N
ST1105,58010.86,10484,Waste Management Supervsior,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1974,04/28/1997,Y
OR0400,66539.88,07756,Technical Specialist 1,General Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1973,01/01/1994,N
ST0505,33724.01,07767,Circulation Asst 2,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1953,04/01/1977,N
ST0708,43643.8,10846,Library Performing Artist,Public Library,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1969,04/01/2000,Y
TL0903,44317.63,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,02,Black,1968,02/02/1998,N
TG0805,41305.76,10838,Equipment Operator Senior,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1969,08/31/1998,N
NS,51414,06554,Deputy-Tax Accounting,Trustee,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1961,07/15/1987,N
ST0908,51901.96,02890,Librarian 1,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1947,12/16/1991,N
ST0601,32449.91,07378,Program Spec 1,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1983,10/11/2015,N
OR0500,65021,07245,Admin Svcs Officer 4,State Trial Courts,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1953,06/03/1996,Y
ST0702,36566.57,07768,Circulation Supv,Public Library,Full Time,005,Para-Professional,F,02,Black,1960,09/16/1998,N
ST0205,13002.08,05070,Library Page,Public Library,Part Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1942,06/29/1998,N
TG0504,33919.48,10848,Maintenance & Repair Worker,Public Works,Full Time,007,Skilled Craft Workers,M,02,Black,1975,01/10/2000,N
OR0400,55972.83,10758,Public Health Nurse 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1968,04/20/1992,N
ST0709,44823.32,02901,Library Assoc 2,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1967,07/01/1991,N
OR0500,73669,07245,Admin Svcs Officer 4,State Trial Courts,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1959,06/01/1993,Y
OR0300,55802.36,03455,Human Resources Analyst 2,Public Library,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1963,07/01/1998,N
ST0506,34715.86,07767,Circulation Asst 2,Public Library,Full Time,005,Para-Professional,F,02,Black,1968,09/01/1999,N
ST0704,38925.65,07768,Circulation Supv,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1964,06/16/1997,N
TL0905,47759.78,10168,Water Maint Leader 2,Water Services,Full Time,008,Service Maintenance,M,02,Black,1966,02/19/1996,N
TG0504,33919.48,10848,Maintenance & Repair Worker,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1961,04/04/1990,N
ST0709,44823.32,10856,Service Writer,General Services,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1970,01/05/1998,N
ST0505,33724.01,07767,Circulation Asst 2,Public Library,Full Time,005,Para-Professional,M,02,Black,1978,06/01/2000,N
TG0705,39273.93,10837,Equipment Operator,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1961,04/15/2013,N
ST0805,43735.21,10124,Office Support Spec 2,Water Services,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1961,09/04/2012,N
OR0900,96077.29,06606,Engineer 3,Water Services,Full Time,002,Professionals,F,02,Black,1959,06/16/1988,Y
ST1009,58877.28,07323,Librarian 2,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1961,12/01/1985,Y
ST0906,49096.51,07241,Admin Asst,Public Works,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1958,09/16/1997,N
TG1105,47544.64,04930,Signal Tech 2,Public Works,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1964,01/31/2000,N
TS1103,57536.42,07324,Maint & Repair District Supv,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1961,06/27/1983,Y
TL0905,47759.78,10168,Water Maint Leader 2,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1964,09/13/1982,N
TG0502,31313.97,10848,Maintenance & Repair Worker,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1972,06/19/2000,N
OR0400,66140.58,07756,Technical Specialist 1,Public Works,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1956,11/01/1983,N
ST0507,35707.72,07767,Circulation Asst 2,Public Library,Full Time,005,Para-Professional,F,02,Black,1956,12/16/1991,N
JS0200,58146,07790,Judicial Asst 1,State Trial Courts,Full Time,001,Officials and Administrators,M,02,Black,1951,01/01/1988,Y
OR0600,71863.07,07757,Technical Specialist 2,Public Works,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1964,08/16/1986,Y
TG0504,33919.48,10848,Maintenance & Repair Worker,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1960,05/27/1985,N
OR0400,66539.88,07756,Technical Specialist 1,Public Works,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1954,09/27/1986,N
ST1008,57328.08,07323,Librarian 2,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1968,01/01/2000,Y
PF0609,77469.9,10352,Paramedic 3,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1975,06/13/2001,N
ST0908,51901.96,10578,Sheriff Case Worker 2,Sheriff,Full Time,002,Professionals,F,02,Black,1959,02/05/1998,N
OR0500,63825,07245,Admin Svcs Officer 4,State Trial Courts,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1958,06/15/1978,Y
OR0500,70341.51,10477,Information Sys Oper Analyst 3,Information Technology Service,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1961,01/16/1998,Y
TG0805,41305.76,10838,Equipment Operator Senior,Public Works,Full Time,008,Service Maintenance,M,02,Black,1961,04/18/1994,N
NS,7215,09020,Seasonal/Part-time/Temporary,Trustee,Seasonal,006,Administrative Support,M,02,Black,1935,10/03/2005,N
OR0400,38677.95,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,02,Black,1953,10/13/2012,N
ST0607,38939.72,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1945,08/01/1996,N
ST0903,44888.34,10119,Office Support Mgr,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1969,06/01/1996,N
ST1009,58877.28,07323,Librarian 2,Public Library,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1963,09/01/1992,Y
ST1004,51131.31,10836,Engineer Technician Senior,Public Works,Full Time,003,Technicians,F,02,Black,1964,05/16/1986,N
ST0605,36776.46,00090,Extension Agent 3,Agricultural Extension,Full Time,002,Professionals,F,02,Black,1953,09/01/2000,Y
JS0300,61632,07791,Judicial Asst 2,State Trial Courts,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1955,09/01/1996,Y
TL0904,46014.8,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1965,06/09/1986,N
TG0505,35138.57,04160,Sanitation Worker,Public Works,Full Time,008,Service Maintenance,M,02,Black,1961,01/04/1999,N
OR0900,102227.53,06606,Engineer 3,Public Works,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1945,02/01/1986,Y
ST0903,44888.34,06034,Program Coord,Parks,Full Time,002,Professionals,M,02,Black,1985,05/19/2006,Y
ST1101,51187.64,06598,Cust Svc Supv,Codes Administration,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1966,07/13/1987,Y
TG0805,41305.76,10838,Equipment Operator Senior,Public Works,Full Time,008,Service Maintenance,M,02,Black,1958,08/08/1977,N
TS0705,53520.58,07397,Sanitation Supv,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1956,07/21/1997,N
TG0805,41305.76,10838,Equipment Operator Senior,Public Works,Full Time,008,Service Maintenance,M,02,Black,1960,11/05/1979,N
OR0900,95938.15,06606,Engineer 3,Public Works,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1973,03/26/2007,Y
TL0905,47759.78,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,02,Black,1965,01/17/2005,N
NS,49988.22,10518,CSC Coordinator,State Trial Courts,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1957,01/16/1997,Y
OR0200,47633.5,07785,Info Systems App Tech 2,Public Library,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1969,05/01/1995,N
OR0400,66533.95,07756,Technical Specialist 1,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1966,10/16/1989,N
ST0810,50166.7,10124,Office Support Spec 2,Public Works,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1969,07/12/2010,N
OR0500,58573.61,07377,Program Mgr 2,Public Library,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1960,09/08/1992,Y
OR0700,83282.51,07755,Waste Mgmt Supt,Public Works,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1960,10/16/1978,Y
ST0506,34715.86,07767,Circulation Asst 2,Public Library,Full Time,005,Para-Professional,M,04,Asian or Pacific Islander,1954,11/16/2000,N
ST0703,37746.11,10614,Security Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,12/06/1999,N
ST0802,39876.31,10124,Office Support Spec 2,Water Services,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1964,10/11/2014,N
TG1105,47544.64,06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1968,10/17/1994,N
NS,6243.75,09020,Seasonal/Part-time/Temporary,Trustee,Part Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1936,10/01/1997,N
OR0400,58010.85,07756,Technical Specialist 1,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1972,04/17/1995,Y
TL0903,44317.63,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,02,Black,1958,11/17/1980,N
OR0700,78060.39,07242,Admin Svcs Mgr,Public Works,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1958,01/16/1997,Y
NS,43032,06554,Deputy-Tax Accounting,Trustee,Full Time,002,Professionals,F,02,Black,1943,07/01/1994,N
TL0903,44317.63,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,02,Black,1977,05/26/1997,N
TL0904,46014.8,10847,Maintenance & Repair Leader,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1974,11/26/2001,N
ST0507,35707.72,10121,Office Support Rep 2,Farmer's Market,Full Time,006,Administrative Support,F,02,Black,1958,11/01/1986,N
ST1010,60426.48,10836,Engineer Technician Senior,Public Works,Full Time,003,Technicians,M,02,Black,1959,05/16/1984,N
OR0900,92346.95,06606,Engineer 3,Public Works,Full Time,002,Professionals,M,02,Black,1961,10/17/1983,Y
