Pay Grade/Step,Annual Salary,Class .,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N,County
SR0909,50440.91,06922,Property Stan Insp 1,Codes Administration,Full Time,001,Officials and Administrators,F,03,Hispanic,1977,02/11/2002,N,DAVIDSON
PS0606,63698.56,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1971,02/16/2002,N,RUTHERFORD
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,02/16/2002,N,WILSON
PS0605,65591.35,07366,Police Sergeant,Police,Full Time,003,Technicians,M,02,Black,1969,02/16/2002,N,DAVIDSON
PS0506,57843.23,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,02,Black,1966,09/13/2004,N,DAVIDSON
PS0703,67826.73,07355,Police Lieutenant,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1969,02/16/2002,N,WILSON
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,02/16/2002,N,WILLIAMSON
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1974,02/16/2002,N,RUTHERFORD
PS0605,61878.63,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1971,02/16/2002,N,SUMNER
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1962,02/16/2002,N,SUMNER
SR0807,43145.2,07419,Warrant Officer 1,Juvenile Court,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1955,03/01/2002,N,DAVIDSON
TG0305,28274.46,07280,Custodian 1,Public Library,Full Time,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1955,02/25/2002,N,DAVIDSON
SR0601,29027.16,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,F,03,Hispanic,1961,08/06/2012,N,DAVIDSON
SR1107,58122.56,10130,Police Crisis Counselor 2,Police,Full Time,002,Professionals,F,02,Black,1968,03/01/2002,Y,DAVIDSON
SR0905,45131.45,07241,Admin Asst,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1965,03/01/2002,N,DAVIDSON
SR0606,33867.51,07796,Police Operations Asst 3,Police,Full Time,006,Administrative Support,M,02,Black,1975,03/01/2002,N,RUTHERFORD
SR0901,39821.99,07241,Admin Asst,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1977,03/16/2002,N,CHEATHAM
ET0505,54894.24,10411,Emer Telecommunications Traine,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1958,03/01/2002,N,WILLIAMSON
SR1400,107869.55,07318,Info Systems Div Mgr,Information Technology Service,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1956,03/01/2002,Y,WILLIAMSON
SR0706,37751.52,10123,Office Support Spec 1,Assessor of Property,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1959,03/01/2002,N,DAVIDSON
HD0400,66353.14,10759,Public Health Nurse 2,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1973,09/14/2009,Y,DAVIDSON
NS,23634,09020,Seasonal/Part-time/Temporary,Election Commission,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1994,07/22/2013,N,WILSON
SR0707,38829.44,07746,Nutrition Site Monitor,Social Services,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1957,03/01/2002,N,RUTHERFORD
NS,70965.66,07818,Economic Dev Dir - NCAC,NCAC,Full Time,002,Professionals,F,02,Black,1960,03/01/2002,Y,WILLIAMSON
NS,38033.13,07955,Career Coach-NCAC,NCAC,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1972,07/28/2008,N,TROUSDALE
SR0900,51768.27,01844,Environmentalist 2,Health,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1953,03/04/2002,N,RUTHERFORD
SR1400,83416.46,06863,Planning Mgr 2,Planning Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1972,03/01/2002,Y,DAVIDSON
SR0603,30963.3,10757,Records Scanner-DCSO,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1982,11/26/2012,N,DAVIDSON
SS0103,20131.02,03447,School Crossing Guard Supv,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1977,03/06/2002,N,DAVIDSON
SR1200,62614.95,07245,Admin Svcs Officer 4,State Trial Courts,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1963,04/01/2002,Y,DAVIDSON
NS,42956.19,07955,Career Coach-NCAC,NCAC,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1964,03/13/2002,N,DAVIDSON
JS0200,49258.54,07790,Judicial Asst 1,General Sessions Court,Full Time,004,Protective Service Workers,M,02,Black,1969,09/01/2014,Y,DAVIDSON
HD0300,58563.19,10758,Public Health Nurse 1,Health,Full Time,002,Professionals,F,03,Hispanic,1967,03/16/2002,N,DAVIDSON
NS,39834.48,07381,Program Supv,State Trial Courts,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1974,04/01/2002,N,RUTHERFORD
TG044M,30870.05,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1950,03/22/2002,N,DAVIDSON
NS,95260,00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1971,03/18/2002,Y,WILLIAMSON
TG045M,32058.27,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1957,03/22/2002,N,DICKSON
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1957,03/25/2002,N,DAVIDSON
HD0300,41850.89,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1952,03/25/2002,N,WILLIAMSON
HD0300,41564.95,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,02,Black,1964,03/25/2002,N,MONTGOMERY
PS0409,56853.83,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,03/16/2002,N,SUMNER
PS0507,59495.77,10112,Fire Fighter/Paramedic,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1972,03/16/2002,N,WILLIAMSON
PS0409,56853.83,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1969,03/16/2002,N,DAVIDSON
PS0409,58559.44,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1967,03/16/2002,N,DAVIDSON
PS0409,56853.83,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,03,Hispanic,1975,03/16/2002,N,ROBERTSON
PS0409,56853.83,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1972,03/16/2002,N,CHEATHAM
PS0409,56853.83,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,03/16/2002,N,SUMNER
PS0409,56853.83,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,08/05/2002,N,DAVIDSON
PS0409,58559.44,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1977,03/16/2002,N,SUMNER
PS0508,61148.31,07307,Fire Engineer,Fire,Full Time,003,Technicians,M,02,Black,1972,03/16/2002,N,RUTHERFORD
PS0508,64817.21,07307,Fire Engineer,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,03/16/2002,N,RUTHERFORD
PS0507,59495.77,07307,Fire Engineer,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1972,03/16/2002,N,SUMNER
SR0902,41149.36,06034,Program Coord,Parks,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1978,04/04/2005,Y,DAVIDSON
SR0707,38830.47,02901,Library Assoc 2,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1947,04/01/2002,N,DAVIDSON
SR1005,49850.26,07244,Admin Svcs Officer 3,Water Services,Full Time,006,Administrative Support,M,02,Black,1965,03/18/2002,Y,DAVIDSON
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,05/01/2010,N,SUMNER
TG045M,32058.27,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1981,04/01/2002,N,DAVIDSON
SR0809,45541.92,10725,Security Officer 3,Sheriff,Full Time,002,Professionals,M,02,Black,1959,04/01/2002,N,DAVIDSON
CO0208,44343.56,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,04/01/2002,N,WILLIAMSON
SR0610,37739.79,10122,Office Support Rep 3,Water Services,Full Time,006,Administrative Support,F,02,Black,1954,04/01/2002,N,DAVIDSON
SR0808,21617.47,07243,Admin Svcs Officer 2,Sheriff,Part Time,002,Professionals,M,01,White (Not of Hispanic Origin),1943,12/01/2008,N,DAVIDSON
SR0807,43145.2,10748,Laundry Officer-DCSO,Sheriff,Full Time,002,Professionals,F,02,Black,1972,04/01/2002,N,DAVIDSON
SR0502,26810.62,10121,Office Support Rep 2,Juvenile Court,Full Time,002,Professionals,F,02,Black,1980,06/24/2013,N,DAVIDSON
SR0808,44343.56,10745,WO Orders of Prot/Dis Op-DCSO,Sheriff,Full Time,002,Professionals,F,02,Black,1976,04/01/2002,N,RUTHERFORD
CO0306,46458.81,06690,Correctional Officer Sergeant,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,04/01/2002,N,DAVIDSON
SR1300,89559.24,10743,Health Manager 2,Health,Full Time,001,Officials and Administrators,F,02,Black,1962,04/01/2002,Y,DAVIDSON
SR0506,30269.23,07767,Circulation Asst 2,Public Library,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1970,04/16/2002,N,DAVIDSON
SR0407,27738.18,02900,Circulation Asst 1,Public Library,Full Time,005,Para-Professional,F,02,Black,1982,04/16/2002,N,DAVIDSON
SR1300,68107.82,07242,Admin Svcs Mgr,State Trial Courts,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1975,04/16/2002,Y,WILSON
NS,36905.4,06504,Deputy Criminal Ct Clerk 3,Criminal Court Clerk,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1980,04/01/2002,N,MACON
SR0603,30963.3,10613,Security Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1951,04/01/2002,N,DICKSON
TL1103,45985.58,07802,Treatment Plant Tech 3,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1978,04/01/2002,N,DAVIDSON
TG045M,32058.27,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1958,04/15/2002,N,
MAC02A,26232.9,10216,Custodian,Metro Action Commission,Full Time,008,Service Maintenance,M,02,Black,1967,04/28/2014,N,DAVIDSON
SR0907,47785.92,06526,Park Police Sergeant,Parks,Full Time,004,Protective Service Workers,M,02,Black,1963,04/16/2002,N,SUMNER
TG044M,30870.05,07328,Maint & Repair Worker 2,Public Works,Full Time,008,Service Maintenance,M,02,Black,1979,12/16/2003,N,DAVIDSON
SR0806,41946.84,07375,Probation Officer 1,Juvenile Court,Full Time,002,Professionals,F,02,Black,1977,06/01/2003,N,DAVIDSON
JS0300,57310.77,07791,Judicial Asst 2,State Trial Courts,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1960,04/16/2002,Y,DAVIDSON
SR0805,40748.48,10124,Office Support Spec 2,Fire,Full Time,006,Administrative Support,F,02,Black,1972,04/22/2002,N,DAVIDSON
TG0804,37706.81,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1983,04/19/2002,N,ROBERTSON
SR0803,38351.76,07299,Engineering Tech 2,Public Works,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1982,12/18/2006,N,CHEATHAM
SR1001,43986.4,07247,Appraiser 3,Assessor of Property,Full Time,002,Professionals,F,02,Black,1979,01/22/2013,N,DAVIDSON
SR0507,31133.89,06085,Concessions Clerk 2,Parks,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1966,04/19/2002,N,CHEATHAM
SR0602,29995.23,07796,Police Operations Asst 3,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1974,01/01/2012,N,DAVIDSON
SR0502,26810.62,07363,Police Operations Asst 2,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1994,02/16/2013,N,DAVIDSON
PS0401,44887.3,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,05/01/2002,N,ROBERTSON
NS,35843.32,06302,Deputy Clerk & Master I,Clerk and Master,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1972,05/13/2002,N,RUTHERFORD
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,08/01/2010,N,CHEATHAM
SR0706,37751.52,02901,Library Assoc 2,Public Library,Full Time,005,Para-Professional,F,02,Black,1952,05/16/2002,N,DAVIDSON
SR1007,52782.19,07779,Info Systems App Analyst 1,Public Library,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1971,05/16/2002,N,DAVIDSON
TG1103,41755.72,06186,Treatment Plant Tech 2,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1970,07/01/2013,N,DAVIDSON
SR1500,106871.5,06553,Parks & Recreation Asst Dir,Parks,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1951,05/16/2002,Y,WILLIAMSON
TG042M,28563.54,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1977,05/23/2014,N,DAVIDSON
SR1300,72190.17,07234,Information Systems Advisor 1,Public Library,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1963,06/01/2002,Y,WILSON
TG045M,32058.27,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,02,Black,1952,05/23/2002,N,DAVIDSON
SR1200,56459.23,07245,Admin Svcs Officer 4,Sheriff,Full Time,002,Professionals,M,03,Hispanic,1977,08/16/2002,Y,DAVIDSON
TG0805,39087.36,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1963,05/27/2002,N,DAVIDSON
SR1300,78655.09,07234,Information Systems Advisor 1,Finance,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1956,05/16/2002,Y,RUTHERFORD
PS0601,57874.84,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1986,11/01/2009,N,WILSON
SR0800,39224.71,02730,Human Resources Analyst 1,Human Resources,Full Time,002,Professionals,F,02,Black,1981,12/31/2012,N,DAVIDSON
TG0804,37706.81,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1982,11/01/2004,N,RUTHERFORD
TG0702,33250.76,06827,Equip Operator 2,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1972,02/03/2014,N,RUTHERFORD
SR1400,79885.8,07407,Information Systems Advisor 2,Justice Integration Services,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1962,06/01/2002,Y,DAVIDSON
SR1400,78809.04,07318,Info Systems Div Mgr,Information Technology Service,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1978,08/01/2002,Y,WILLIAMSON
NS,33176.56,07328,Maint & Repair Worker 2,State Fair Board,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1949,06/03/2002,N,DAVIDSON
SR0607,34835.58,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1950,06/01/2002,N,DAVIDSON
PD0100,34041.18,10171,Asst Pub Defender,Public Defender,Part Time,002,Professionals,F,03,Hispanic,1974,06/01/2002,Y,DAVIDSON
TS0702,45193.89,06077,Greenskeeper 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1982,11/09/2007,N,WILLIAMSON
TL0705,40896.18,07325,Maint & Repair Leader 1,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1982,09/16/2002,N,DAVIDSON
PS0402,49166.11,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1983,09/25/2006,N,DAVIDSON
TG045M,32058.27,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1976,06/01/2002,N,RUTHERFORD
NS,44010.26,07928,Constituent Liaison,Mayor's Office,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1976,06/10/2002,N,SUMNER
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1974,02/16/2008,N,RUTHERFORD
SR1003,46918.33,07779,Info Systems App Analyst 1,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1981,09/12/2011,N,DAVIDSON
TG034M,28027.68,02799,Maint & Repair Worker 1,Public Works,Full Time,008,Service Maintenance,M,02,Black,1976,09/26/2005,N,DAVIDSON
SR1500,92354,04674,Attorney 3,Law,Full Time,002,Professionals,F,02,Black,1974,07/06/2004,Y,DAVIDSON
SR1000,57180.08,01463,Dental Hygienist 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1952,06/24/2002,Y,DAVIDSON
SR0806,41946.84,10124,Office Support Spec 2,General Services,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1964,09/29/2014,N,DAVIDSON
NS,38585.1,06504,Deputy Criminal Ct Clerk 3,Criminal Court Clerk,Full Time,006,Administrative Support,F,02,Black,1963,07/01/2002,N,DAVIDSON
TG045M,32058.27,07328,Maint & Repair Worker 2,Public Works,Full Time,008,Service Maintenance,M,02,Black,1948,07/01/2002,N,DAVIDSON
TG0805,39086.61,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1961,07/01/2002,N,DAVIDSON
TG0805,39086.61,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1964,07/01/2002,N,DAVIDSON
SR0906,46458.81,06922,Property Stan Insp 1,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1947,07/16/2002,N,SUMNER
TG0305,28274.46,07280,Custodian 1,Public Library,Full Time,008,Service Maintenance,M,02,Black,1959,07/01/2002,N,DAVIDSON
SR0207,11304.8,05070,Library Page,Public Library,Part Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1943,07/17/2002,N,DAVIDSON
TG0805,39086.61,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1957,07/16/2002,N,DAVIDSON
SR0903,42476.72,06034,Program Coord,Parks,Full Time,002,Professionals,F,02,Black,1979,07/25/2003,N,DAVIDSON
SR1007,52782.19,06892,Specialized Skills Supv,Parks,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1949,07/01/2002,Y,DAVIDSON
SR0600,30595.14,10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,F,02,Black,1974,10/13/2012,N,DAVIDSON
SR0605,32899.44,02660,Admin Svcs Officer 1,Police,Full Time,006,Administrative Support,F,02,Black,1980,07/16/2002,N,DAVIDSON
SR0804,39550.12,07364,Police Operations Coord 2,Police,Full Time,006,Administrative Support,F,02,Black,1981,07/16/2002,N,DAVIDSON
SR0804,39550.12,07375,Probation Officer 1,General Sessions Court,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1982,03/07/2005,N,DAVIDSON
SR076M,38884.07,07738,Cust Svc Field Rep 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1961,07/01/2002,N,DAVIDSON
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,07/16/2002,N,ROBERTSON
PS0408,55358.02,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1974,07/16/2002,N,RUTHERFORD
SR1200,55084.81,06233,Cust Svc Asst Mgr,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1966,07/01/2002,Y,DAVIDSON
PS0605,65591.34,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1975,07/16/2002,N,RUTHERFORD
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1965,07/16/2002,N,DAVIDSON
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,07/16/2002,N,RUTHERFORD
PS0704,69946.85,07355,Police Lieutenant,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1977,07/16/2002,N,DAVIDSON
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1972,07/16/2002,N,WILLIAMSON
PS0408,55358.02,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,07/16/2002,N,DAVIDSON
SR1007,52782.19,07742,Envir Compliance Officer 2,Water Services,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1973,07/01/2002,N,DAVIDSON
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,07/16/2002,N,DICKSON
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,07/16/2002,N,DAVIDSON
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,07/16/2002,N,RUTHERFORD
PS0507,59495.77,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,07/16/2002,N,MONTGOMERY
PS0604,60058.7,07366,Police Sergeant,Police,Full Time,004,Protective Service Workers,M,02,Black,1967,07/16/2002,N,DAVIDSON
PS0605,65591.35,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1979,07/16/2002,N,DAVIDSON
PS0507,61280.64,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,07/16/2002,N,CHEATHAM
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1957,07/16/2002,N,SUMNER
PS0605,65591.34,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1979,07/16/2002,N,SUMNER
PS0605,63734.98,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1980,07/16/2002,N,DAVIDSON
SR1300,67226.88,06247,Parks & Recreation Supt,Parks,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1961,07/16/2002,Y,DAVIDSON
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1964,07/16/2002,N,RUTHERFORD
PS0606,63698.56,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1977,07/16/2002,N,WILSON
PS0702,65706.62,07355,Police Lieutenant,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1972,07/16/2002,N,WILSON
PS0406,55508.36,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1977,09/01/2004,N,RUTHERFORD
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,07/16/2002,N,DAVIDSON
SR1004,48384.29,07244,Admin Svcs Officer 3,Circuit Court Clerk,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1984,07/16/2002,N,SUMNER
PS0604,61860.46,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1976,07/16/2002,N,DAVIDSON
PS0604,61860.46,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1980,07/16/2002,N,RUTHERFORD
PS0406,52366.38,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1978,07/16/2002,N,DAVIDSON
PS0408,58679.5,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,07/16/2002,N,DAVIDSON
SR0900,46316.72,06673,Claims Rep 2,Law,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1949,07/16/2002,N,WILLIAMSON
TG1102,40172.35,01880,Equip Mechanic,General Services,Full Time,007,Skilled Craft Workers,F,02,Black,1977,10/28/2013,N,DAVIDSON
SR0902,41149.36,06034,Program Coord,Parks,Full Time,002,Professionals,F,02,Black,1977,07/12/2002,Y,DAVIDSON
SR1008,54248.15,07244,Admin Svcs Officer 3,Sports Authority,Full Time,002,Professionals,F,02,Black,1976,07/08/2002,Y,DAVIDSON
SR0705,36672.57,10163,Service Rep 2,Water Services,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1969,07/08/2002,N,RUTHERFORD
MAC02A,25231,10228,Food Svc Worker 1,Metro Action Commission,Full Time,008,Service Maintenance,M,02,Black,1960,07/18/2002,N,DAVIDSON
CA0100,22880,10672,Housekeeping-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1964,07/21/2014,N,DAVIDSON
TG0803,36349.64,06229,Treatment Plant Tech 1,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1953,11/10/2012,N,DAVIDSON
TG064M,34830.74,07329,Maint & Repair Worker 3,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1963,08/01/2002,N,DAVIDSON
SR0500,33727.85,06641,Interpreter 1,Health,Full Time,005,Para-Professional,F,03,Hispanic,1977,07/22/2002,N,RUTHERFORD
NS,38531.49,10339,Operations Supervisor,Office of Emergency Mgmt,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1974,07/16/2002,Y,DAVIDSON
SR0507,31133.89,04725,Property Guard 2,Public Library,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,08/16/2002,N,DAVIDSON
NS,33829.95,06696,Deputy Criminal Ct Clerk 7,Criminal Court Clerk,Full Time,006,Administrative Support,F,02,Black,1979,07/26/2002,N,DAVIDSON
MAC04,27729.36,10229,Food Svc Worker 2,Metro Action Commission,Full Time,008,Service Maintenance,F,02,Black,1954,07/29/2002,N,DAVIDSON
SR0905,45131.45,06034,Program Coord,Sheriff,Full Time,002,Professionals,M,02,Black,1980,02/05/2007,N,DAVIDSON
SR1300,68409.37,07234,Information Systems Advisor 1,Information Technology Service,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1973,08/01/2002,Y,DAVIDSON
SR0700,42067.32,10330,Security Guard - Health,Health,Full Time,004,Protective Service Workers,M,02,Black,1965,08/01/2002,N,DAVIDSON
