Pay Grade/Step,Annual Salary,Class .,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N
PS0410,59808.39,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1967,9/1/1995,N
SR1005,51096.52,04710,Probation Officer 2,General Sessions Court,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1951,3/1/2000,N
PS0410,59808.39,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1964,9/1/1995,N
,25350,06302,Deputy Clerk & Master I,Clerk and Master,Part Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1944,10/27/2015,N
SR1400,85621.34,10468,Environmental Lab Supt,Water Services,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1957,9/16/1979,Y
TS1305,64987.71,07786,Indust Maint Supv 2,Water Services,Full Time,003,Technicians,M,02,Black,1965,6/20/1988,Y
PS0610,72752.73,07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1966,3/16/1990,N
NS,100400,00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1966,4/1/2000,Y
SR0904,44899.19,07279,Criminal Investigator,Public Defender,Full Time,004,Protective Service Workers,M,03,Hispanic,1972,8/18/2008,N
HD0500,72642.62,10760,Public Health Nurse 3,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1949,4/1/1988,Y
SR1103,52957.57,10130,Police Crisis Counselor 2,Police,Full Time,002,Professionals,F,03,Hispanic,1970,10/16/1999,Y
SR0800,47908.79,10330,Security Guard - Health,Health,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1964,10/3/1985,N
TG0805,40063.78,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1965,9/14/1998,N
PS0410,59808.39,01818,Emerg Medical Tech 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1964,9/29/1997,N
PS0410,59808.39,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1959,2/29/1988,N
SR1008,55604.35,07422,Property Stand Insp 2,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1961,12/17/1979,N
SR0808,45452.15,10124,Office Support Spec 2,Fire,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1973,5/1/2000,N
TG1305,50149.27,10118,Master Tech,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1967,6/2/1997,N
PS0410,59808.39,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1964,3/1/1999,N
SR1500,93743.8,07762,Special Projects Mgr,Parks,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1967,5/8/2000,Y
SR1500,119586,07744,Info Systems Asst Dir,Information Technology Service,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1969,10/5/2007,Y
NS,55477.66,06503,Deputy Criminal Ct Clerk 2,Criminal Court Clerk,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1961,5/9/2000,N
SR1400,76249.6,07159,Div Mgr-Sheriff,Sheriff,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1966,8/1/1991,Y
SR0905,46259.74,06034,Program Coord,Parks,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1981,12/15/2000,N
PS0410,63396.89,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,8/1/1998,N
TS1305,64987.71,07786,Indust Maint Supv 2,Water Services,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1961,9/28/1981,Y
SR0607,35706.47,10122,Office Support Rep 3,District Attorney,Full Time,006,Administrative Support,F,02,Black,1953,5/18/2000,N
SR1002,46588.67,07244,Admin Svcs Officer 3,Codes Administration,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1963,9/12/2011,N
SR0800,42843.58,07379,Program Spec 2,Health,Full Time,002,Professionals,F,02,Black,1962,8/1/1987,N
SR1000,48470.85,07380,Program Spec 3,Health,Full Time,002,Professionals,F,02,Black,1954,8/1/1987,N
PS0606,65291.02,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1970,9/1/2003,N
SR1200,57870.71,10152,Finance Officer 3,Finance,Full Time,002,Professionals,F,02,Black,1963,5/16/2000,Y
SR0906,47620.28,10103,Application Tech 3,General Services,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1956,5/16/2000,N
PS0410,63396.89,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,1/16/2000,N
PS0606,69208.48,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1974,1/16/2000,N
PS0403,52020.45,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1969,8/1/2011,N
PS0510,68046.66,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,1/16/2000,N
PS0803,83326.8,00956,Police Captain,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1976,1/16/2000,N
PS0705,73868.63,07355,Police Lieutenant,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1976,1/16/2000,N
PS0410,59808.39,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,1/16/2000,N
PS0705,73868.63,07355,Police Lieutenant,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1977,1/16/2000,N
PS0410,61603.36,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,1/16/2000,N
PS0606,65291.02,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1975,1/16/2000,N
PS0410,63396.89,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1972,1/16/2000,N
PS0410,63396.89,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,1/16/2000,N
PS0410,63396.89,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,1/16/2000,N
PS0410,63396.89,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,1/16/2000,N
PS0705,73868.63,07355,Police Lieutenant,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1968,1/16/2000,N
PS0900,93318.4,07702,Police Commander,Police,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1977,1/16/2000,Y
PS0410,63396.89,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,04,Asian or Pacific Islander,1970,1/16/2000,N
PS0606,69208.48,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1977,1/16/2000,N
PS0607,71185.83,07366,Police Sergeant,Police,Full Time,003,Technicians,M,02,Black,1975,1/16/2000,N
PS0410,59808.39,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,1/16/2000,N
PS0410,59808.39,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,1/16/2000,N
PS0705,69687.39,07355,Police Lieutenant,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1974,1/16/2000,N
PS0606,69208.48,07366,Police Sergeant,Police,Full Time,003,Technicians,M,02,Black,1975,1/16/2000,N
PS0705,73868.63,07355,Police Lieutenant,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1966,1/16/2000,N
PS0607,69171.13,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1968,1/16/2000,N
PS0606,69208.48,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1975,1/16/2000,N
PS0410,63396.89,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1977,1/16/2000,N
PS0510,68046.66,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,1/16/2000,N
NS,48540,07838,CD Program Assoc - NCAC,NCAC,Full Time,006,Administrative Support,F,02,Black,1969,5/2/1988,N
NS,49836.69,10527,Deputy Clerk & Master II,Clerk and Master,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1971,5/22/2000,Y
SR1000,58609.58,07380,Program Spec 3,Health,Full Time,002,Professionals,F,02,Black,1955,10/1/1999,N
NS,29134.42,06788,Deputy Clerk 2,County Clerk,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1973,11/11/2013,N
SR1200,59690.37,10742,Health Manager 1,Health,Full Time,002,Professionals,F,02,Black,1975,7/24/2010,Y
SR0810,47908.79,07143,Sheriff Case Worker 1,Sheriff,Full Time,005,Para-Professional,F,02,Black,1966,9/16/1990,N
SR0601,29752.34,07405,Social Work Tech,Juvenile Court,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1959,1/16/2000,N
HD0900,62748.2,01446,Dentist 2,Health,Part Time,002,Professionals,F,02,Black,1969,3/25/2014,Y
SR0800,39686.69,02730,Human Resources Analyst 1,Human Resources,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1992,4/14/2014,N
SR0609,37691.01,02660,Admin Svcs Officer 1,Sheriff,Full Time,002,Professionals,F,02,Black,1956,6/26/2000,N
SR1108,61230.14,10130,Police Crisis Counselor 2,Police,Full Time,002,Professionals,F,02,Black,1966,8/16/1999,Y
SR0710,43119,07365,Police Operations Coord 1,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1959,5/16/1979,N
SR0909,51701.93,05340,Warrant Officer 2,Juvenile Court,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1966,4/16/1998,N
SR0808,45452.15,06689,Sheriff Warrant Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,03,Hispanic,1970,4/16/1999,N
ET0408,55604.35,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1976,4/9/2003,N
SR0800,47433.84,07784,Info Systems App Tech 1,Police,Full Time,003,Technicians,M,02,Black,1954,6/16/1999,N
SR0910,53062.48,06821,Electrical Inspector 1,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1957,11/16/1993,N
ET0605,61822.44,10412,Emer Telecommunications Superv,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1972,3/1/2000,Y
SR0610,38683.28,01340,Ct Clerk,Circuit Court Clerk,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1962,5/14/1987,N
CO0406,52599.13,07145,Correctional Officer Lieut,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1969,4/16/1998,Y
SR1010,58609.58,07142,Sheriff Classification Cou,Sheriff,Full Time,002,Professionals,M,02,Black,1957,2/1/1982,N
SR0601,29752.84,07405,Social Work Tech,Juvenile Court,Full Time,005,Para-Professional,F,02,Black,1971,9/16/1996,N
SR1008,55604.35,07254,Bldg Inspector 2,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1954,7/16/1994,N
CO0210,47908.79,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1972,1/16/1999,N
CO0410,58609.58,07145,Correctional Officer Lieut,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1964,9/1/1989,Y
SR0810,47908.79,07243,Admin Svcs Officer 2,Circuit Court Clerk,Full Time,002,Professionals,F,02,Black,1953,3/6/1978,N
SR1200,65000,07245,Admin Svcs Officer 4,Assessor of Property,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1954,6/1/2000,Y
SR0810,47908.79,06689,Sheriff Warrant Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1959,7/1/1988,N
SR0609,37691.01,10122,Office Support Rep 3,Codes Administration,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1964,1/16/1999,N
SR0607,35706.47,07751,Police Security Guard 1,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,10/16/1998,N
SR1200,57865,07245,Admin Svcs Officer 4,Codes Administration,Full Time,002,Professionals,F,02,Black,1953,7/1/1999,Y
CO0210,23355.46,06981,Correctional Officer 2,Sheriff,Part Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1957,1/24/2011,N
SR060X,22212.4,10613,Security Officer 1,Sheriff,Part Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1950,8/29/2012,N
SR1400,96443.21,07159,Div Mgr-Sheriff,Sheriff,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1968,9/1/1987,Y
PS0410,59808.39,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1964,3/1/1986,N
SR1300,74504.04,07242,Admin Svcs Mgr,Sheriff,Full Time,002,Professionals,M,02,Black,1966,8/1/1991,Y
SR1108,61230.14,10159,Training Spec,Assessor of Property,Full Time,002,Professionals,M,02,Black,1965,12/1/1987,N
TG0605,36006.39,07255,Bldg Maint Leader,Police,Full Time,007,Skilled Craft Workers,M,03,Hispanic,1949,3/1/1997,N
SR1100,55637.22,07756,Technical Specialist 1,General Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1967,2/16/1999,Y
SR0906,47620.28,10723,Crime Lab Forensic Technician,Police,Full Time,003,Technicians,F,02,Black,1957,9/1/1994,N
CO0110,43119,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1965,12/1/1996,N
SR0707,39801.23,07365,Police Operations Coord 1,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1967,11/16/1994,N
SR1100,64539.17,10476,Information Sys Oper Anal 2,Information Technology Service,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1958,3/16/1988,N
CO0210,47908.79,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1963,4/16/1999,N
SR1010,58609.58,07331,Mech/Gas Inspector 2,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1954,4/1/1993,N
PS0409,58275.18,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1972,9/13/2004,N
CO0408,55604.35,07145,Correctional Officer Lieut,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,4/16/1998,Y
SR0908,50341.38,05340,Warrant Officer 2,Circuit Court Clerk,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1960,9/1/1982,Y
SR0606,34714.2,10756,Inmate Prop Clerk-DCSO,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1966,12/1/1996,N
SR090X,29760.64,06034,Program Coord,Sheriff,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1957,11/15/2011,N
PS0407,58521.29,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1967,1/16/2009,N
SR0610,38683.28,02675,Appraiser 1,Assessor of Property,Full Time,001,Officials and Administrators,F,02,Black,1959,3/1/1997,N
SR0806,42995.51,07419,Warrant Officer 1,Circuit Court Clerk,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1955,7/16/1988,N
SR0608,36698.74,07751,Police Security Guard 1,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,8/1/2002,N
SR1006,52599.13,10720,Crime Lab Forensic Scientist 1,Police,Full Time,003,Technicians,F,02,Black,1965,11/16/1994,N
SR0706,38695.31,07365,Police Operations Coord 1,Police,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1958,2/16/1998,N
SR1110,64539.17,07421,Zoning Examiner,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1964,10/16/1986,N
NS,34991.45,06789,Deputy Clerk 3,County Clerk,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1952,1/13/1997,N
PS0410,59808.39,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,10/1/2000,N
SR0807,44223.83,10746,WO Data Entry Specialist-DCSO,Sheriff,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1963,5/1/1999,N
PS0508,62677.02,02534,Fire Inspector 2,Fire,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1960,1/1/1994,N
CO0209,22873.91,06981,Correctional Officer 2,Sheriff,Part Time,004,Protective Service Workers,M,02,Black,1959,9/28/2015,N
CO0210,47908.79,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,03,Hispanic,1977,9/16/1999,N
SR0907,48980.83,07241,Admin Asst,Police,Full Time,006,Administrative Support,F,02,Black,1963,11/1/1982,N
NS,35988.21,06789,Deputy Clerk 3,County Clerk,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1971,6/17/1996,N
NS,12480,07328,Maint & Repair Worker 2,State Fair Board,Part Time,008,Service Maintenance,M,02,Black,1947,2/1/2010,N
PS0607,71185.83,07366,Police Sergeant,Police,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1969,3/1/1999,N
SR0810,47908.79,06689,Sheriff Warrant Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1972,1/1/2000,N
SR1200,66900.36,07377,Program Mgr 2,Sheriff,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1968,9/1/1990,Y
SR070X,44224.93,07711,Sheriff Prisoner Processor 1,Sheriff,Full Time,006,Administrative Support,F,02,Black,1960,10/16/1980,N
SR0909,25205,06034,Program Coord,Sheriff,Part Time,002,Professionals,M,01,White (Not of Hispanic Origin),1940,9/21/1998,N
CO0410,58609.58,07145,Correctional Officer Lieut,Sheriff,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1965,11/16/1995,Y
ET0408,55604.35,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,F,02,Black,1970,3/16/1999,N
SR0610,38683.28,07796,Police Operations Asst 3,Police,Full Time,006,Administrative Support,F,02,Black,1954,2/16/1986,N
SR1300,71520.62,07346,Human Resources Admin,Police,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1954,1/1/1973,Y
NS,84701.79,07077,Chief Dpty Clerk-County Clerk,County Clerk,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1952,3/14/1973,Y
SR0807,44223.83,07752,Police Security Guard 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1949,12/1/1997,N
PS0900,118761.53,07702,Police Commander,Police,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1957,11/1/1988,Y
SR0601,29752.84,10122,Office Support Rep 3,Codes Administration,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1979,11/23/2015,N
SR0910,53062.48,07697,Corrections Spec 2,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1964,7/16/1986,N
SR0910,53062.48,10639,Sheriff Disciplinary Off,Sheriff,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1961,4/16/1997,N
SR0902,42178.09,07241,Admin Asst,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1979,10/1/1999,N
SR0903,43538.64,07241,Admin Asst,Historical Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1962,2/1/2004,N
SR0909,51701.93,07241,Admin Asst,Election Commission,Full Time,006,Administrative Support,F,02,Black,1970,2/1/1995,N
SR0510,34571.05,10121,Office Support Rep 2,Sheriff,Full Time,006,Administrative Support,F,02,Black,1965,7/1/1998,N
SR1010,58609.58,07142,Sheriff Classification Cou,Sheriff,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1966,4/16/1987,N
SR1001,45086.06,10751,Complliance Officer-DCSO,Sheriff,Full Time,002,Professionals,F,02,Black,1975,6/16/1998,N
SR0909,51701.93,07697,Corrections Spec 2,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1972,2/16/1996,N
NS,51720,,                             .,Circuit Court Satellite,Full Time,002,Professionals,F,99,Unknown,1971,7/1/1990,N
SR0608,36698.74,07796,Police Operations Asst 3,Police,Full Time,006,Administrative Support,F,02,Black,1970,11/16/1999,N
SR1400,89756.18,07159,Div Mgr-Sheriff,Sheriff,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1972,7/16/1996,Y
PS0410,63396.89,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1968,11/1/1994,N
SR0909,51701.93,10579,Sheriff Releasing Officer,Sheriff,Full Time,003,Technicians,F,02,Black,1971,3/16/1996,N
SR0907,48980.83,06686,Sheriff Warrant Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,4/16/1999,N
PS0410,63396.89,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,3/1/1999,N
SR1200,59775,04400,Appraiser 4,Assessor of Property,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1960,12/3/2014,Y
SR1009,57106.96,07178,Police Operations Analyst 2,Police,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1955,11/1/1999,N
NS,34121.84,06789,Deputy Clerk 3,County Clerk,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1975,7/27/1995,N
SR1200,55825.93,07783,Info Systems App Analyst 3,Information Technology Service,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1972,10/27/2014,Y
SR1300,79000,07242,Admin Svcs Mgr,Assessor of Property,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1956,2/1/1987,Y
SR1200,58339.72,06874,Human Resources Analyst 3,Human Resources,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1977,9/16/2003,Y
SR1300,77731.99,07234,Information Systems Advisor 1,Emergency Communication Center,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1967,11/1/1988,Y
SR0710,43119,10123,Office Support Spec 1,Codes Administration,Full Time,006,Administrative Support,F,02,Black,1953,7/1/1983,N
SR0908,50341.38,06686,Sheriff Warrant Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,10/16/1997,N
SR0710,43119,07365,Police Operations Coord 1,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1957,4/16/1982,N
SR060X,20408.46,02660,Admin Svcs Officer 1,Sheriff,Part Time,004,Protective Service Workers,M,02,Black,1960,3/11/2014,N
SR0710,43119,07711,Sheriff Prisoner Processor 1,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1958,4/1/1998,N
SR0810,47908.79,06689,Sheriff Warrant Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1963,2/1/1990,N
SR0810,47908.79,07143,Sheriff Case Worker 1,Sheriff,Full Time,002,Professionals,F,02,Black,1964,1/16/1992,N
PS0606,65291.02,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1973,12/1/2002,N
PS0410,59808.39,01818,Emerg Medical Tech 2,Fire,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1969,11/16/2000,N
CO0210,47908.79,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,4/16/1999,N
MAC07A,34172.32,10728,Family Dev Specialist 2-MAC,Metro Action Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1958,1/9/2012,N
SR0906,47620.28,07241,Admin Asst,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1956,3/1/1992,N
SR0910,25868.15,06034,Program Coord,Sheriff,Part Time,002,Professionals,M,02,Black,1955,4/19/2011,N
SR1300,78760.99,10108,Finance Admin,General Services,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1964,3/1/1987,Y
SR090X,55165.65,06686,Sheriff Warrant Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1972,5/1/1996,N
NS,50831.19,02935,License Inspector 1,County Clerk,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1958,9/1/1986,N
SR0710,43119,07711,Sheriff Prisoner Processor 1,Sheriff,Full Time,006,Administrative Support,M,02,Black,1962,8/16/1993,N
CO0110,43119,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1961,10/16/1997,N
SR0510,34571.05,10755,Call Center Operator-DCSO,Sheriff,Full Time,006,Administrative Support,F,02,Black,1956,3/16/1996,N
SR0607,35706.47,07796,Police Operations Asst 3,Police,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1964,3/16/2000,N
PS0610,77117.89,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1966,1/1/1993,N
CO0210,47908.79,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1961,1/16/1998,N
SR0906,47620.28,05340,Warrant Officer 2,Juvenile Court,Full Time,004,Protective Service Workers,M,02,Black,1970,4/16/1997,N
SR0806,42995.51,10124,Office Support Spec 2,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1954,8/11/1995,N
SR1200,57865,07245,Admin Svcs Officer 4,Codes Administration,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1955,4/16/1987,Y
TL1403,53256.07,07787,Indust Tech Master,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1961,1/16/1999,N
SR0910,53062.48,07241,Admin Asst,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1968,6/1/1993,N
SR0910,25989.6,07700,Sheriff Maint Mechanic 2,Sheriff,Part Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1961,9/28/2015,N
SR1200,70688.64,07757,Technical Specialist 2,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1958,4/1/2001,Y
SR1400,80107.82,07159,Div Mgr-Sheriff,Sheriff,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1968,10/1/1991,Y
SR0910,53062.48,10639,Sheriff Disciplinary Off,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1966,3/1/1992,N
SR060X,45541.92,10756,Inmate Prop Clerk-DCSO,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1965,4/16/2000,N
CO0410,58609.58,07145,Correctional Officer Lieut,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1962,3/1/1985,Y
SR0808,45452.15,06689,Sheriff Warrant Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,4/16/1999,N
SR0808,45452.15,07143,Sheriff Case Worker 1,Sheriff,Full Time,002,Professionals,F,02,Black,1964,1/16/1997,N
PS0410,63396.89,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,3/1/1999,N
